Скважина,Дата,Пласт,ГИС,Тип,Перфоратор,N отв,Hнач(md),Hкон(md),Hнач(abs),Hкон(abs),"Hнач(abs,тр)","Hкон(abs,тр)",Плотность,Открыт
109R,14.04.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,48,2550.0,2554.0,2530.3,2534.3,2529.8,2533.8,12,Да
132R,10.12.1982,Ю11-1,,ПЕРВИЧ.ПЕРФ.,ПКО-89,60,2550.0,2555.0,2498.5,2503.5,2498.5,2503.5,12,Да
4134G,29.07.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2550.4,2570.6,1841.6,1841.3,1841.5,1841.3,0,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3123,2550.6,2662.1,1789.7,1790.0,1789.7,1790.0,28,Да
4108G2,15.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2531,2553.6,2644.1,1830.3,1835.9,1830.3,1835.9,28,Да
4135G2,06.11.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1095,2554.1,2584.5,1845.6,1847.3,1845.6,1847.3,36,Да
4078G,06.05.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7148,2558.9,2814.3,1834.2,1831.9,1834.2,1831.8,28,Да
4130G,20.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,363,2559.0,2569.1,1852.4,1852.7,1852.4,1852.7,36,Да
4535G,03.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,12954,2559.6,3022.2,1827.2,1833.2,1827.2,1833.1,28,Да
4576G2,25.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7409,2560.5,2825.1,1892.6,1889.3,1892.5,1889.2,28,Да
104R,25.09.1982,Ю7-10,,ПЕРВИЧ.ПЕРФ.,Пкс-80,72,2562.0,2568.0,2520.2,2526.2,2520.0,2526.0,12,Да
109R,14.04.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,72,2563.0,2569.0,2543.3,2549.3,2542.8,2548.8,12,Да
88R,18.04.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,108,2564.0,2573.0,2518.1,2527.1,2517.9,2526.9,12,Да
88R,26.04.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,60,2565.0,2575.0,2519.1,2529.1,2518.9,2528.9,6,Да
4127G,16.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,728,2568.2,2588.4,1840.9,1841.2,1840.9,1841.1,36,Да
4576G,20.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2569.7,2589.9,1888.6,1888.7,1888.6,1888.7,0,Да
4550G2,28.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4525,2570.9,2732.4,1838.7,1844.4,1838.7,1844.3,28,Да
146R,13.12.1983,,,ПЕРВИЧ.ПЕРФ.,,0,2571.0,2815.0,2525.2,2769.2,2525.1,2769.1,0,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3079,2575.3,2685.3,1841.5,1841.9,1841.5,1841.7,28,Да
4575G2,27.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8810,2576.3,2890.9,1881.1,1879.8,1881.1,1879.7,28,Да
4567G,10.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3589,2584.1,2696.3,1841.7,1843.8,1841.6,1843.6,32,Да
4130G,20.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3278,2585.1,2676.1,1853.2,1855.7,1853.2,1855.7,36,Да
115R,28.03.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,204,2588.0,2605.0,2537.0,2554.0,2536.8,2553.7,12,Да
4555G,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3419,2591.2,2713.3,1840.6,1845.3,1840.6,1845.2,28,Да
4568G,30.10.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3693,2591.2,2723.1,1857.4,1856.9,1857.4,1856.8,28,Да
4134G,29.07.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2594.1,2634.9,1841.1,1840.7,1841.1,1840.6,0,Да
4548G,19.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9356,2595.4,2929.6,1827.9,1830.4,1828.3,1830.4,28,Да
136R,05.05.1984,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,72,2596.0,2602.0,2556.3,2562.3,2556.3,2562.3,12,Да
136R,14.05.1984,Ю11-2,,ПЕРВИЧ.ПЕРФ.,ПКС-80+ПГДБК,252,2596.0,2610.0,2556.3,2570.3,2556.3,2570.3,18,Да
194R,21.03.1986,,,,Oткрытый ствол ( без фильтрa),0,2596.0,2850.0,2542.8,2796.8,2542.6,2796.5,0,Да
4065G,12.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7140,2596.5,2851.7,1843.2,1844.4,1843.3,1844.4,28,Да
134R,02.06.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,84,2600.0,2607.0,2551.7,2558.7,2551.5,2558.5,12,Да
4501G,26.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9076,2601.2,2925.3,1824.5,1825.3,1824.5,1825.3,28,Да
9003,16.09.2015,PZ,,ДОСТРЕЛ,ЗПКО-ПП-19-ГП,80,2608.0,2612.0,2478.0,2482.0,2477.9,2481.9,20,Нет
9003,06.10.2015,PZ,,ЗАЛИВКА,,0,2608.0,2612.0,2478.0,2482.0,2477.9,2481.9,0,Нет
4135G2,06.11.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1821,2610.7,2661.3,1847.6,1845.8,1847.6,1845.8,36,Да
4066G,14.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1120,2611.0,2651.3,1842.7,1842.7,1842.6,1842.5,28,Да
4126G,13.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,567,2612.9,2633.2,1847.9,1848.4,1847.9,1848.4,28,Да
4108G,31.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2613.2,2914.2,1833.2,1834.5,1833.2,1834.5,0,Да
3409G,14.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2613.5,3683.0,1767.8,1795.3,1767.8,1795.2,0,Да
4127G,16.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,728,2614.7,2634.9,1840.4,1839.5,1840.5,1839.5,36,Да
126R,17.12.1981,Ю11-1,,ПЕРВИЧ.ПЕРФ.,Пкс-80,192,2618.0,2634.0,2570.6,2586.6,2570.5,2586.5,12,Да
132R,03.12.1982,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-105,54,2620.0,2629.0,2568.5,2577.5,2568.5,2577.5,6,Да
88R,28.03.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-105,72,2620.0,2632.0,2574.1,2586.1,2573.9,2585.9,6,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5104,2621.8,2804.1,1836.7,1838.6,1836.8,1838.4,28,Да
107R,15.01.1981,Ю11-1,,ПЕРВИЧ.ПЕРФ.,Пкс-80,96,2625.0,2633.0,2587.1,2595.1,2586.9,2594.9,12,Да
4135G,01.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,2625.4,2837.6,1833.6,1832.6,1833.5,1832.5,0,Да
4562DG,29.08.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,27986,2625.5,3625.0,1819.7,1823.8,1819.7,1823.7,28,Да
161R,07.06.1984,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,170,2626.0,2640.0,2579.3,2593.3,2579.4,2593.4,12,Да
4098G,07.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7119,2628.5,2882.7,1833.5,1836.3,1833.5,1836.3,28,Да
161R,02.06.1984,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,96,2632.0,2640.0,2585.3,2593.3,2585.4,2593.4,12,Да
4574G,27.06.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",0,2634.2,3049.4,1831.3,1828.5,1831.2,1828.4,0,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3046,2636.5,2745.3,1851.3,1851.5,1851.3,1851.5,28,Да
4576G,20.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2636.7,2931.5,1887.7,1886.6,1887.6,1886.6,0,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,12097,2637.2,3066.3,1837.9,1846.5,1829.4,1846.5,28,Да
107R,05.01.1981,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,156,2639.0,2652.0,2601.1,2614.1,2600.9,2613.9,12,Да
3409G2,29.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2639.1,2760.2,1781.1,1781.6,1781.1,1781.5,0,Да
4096G,20.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6412,2645.0,2873.1,1848.9,1851.1,1848.9,1851.1,28,Да
131R,02.04.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,84,2645.0,2652.0,2589.4,2596.4,2588.4,2595.4,12,Да
4116G,05.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2840,2645.8,2747.2,1846.0,1847.8,1846.0,1847.8,28,Да
4516G,23.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2646.6,3875.7,1822.4,1835.0,1822.4,1834.9,0,Да
179R,26.02.1986,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,384,2648.0,2664.0,2602.5,2618.5,2602.2,2618.2,24,Да
4126G,13.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3675,2648.9,2780.1,1848.8,1849.3,1848.8,1849.2,28,Да
4537G,02.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,7464,2649.7,2916.3,1828.5,1831.4,1828.5,1831.4,28,Да
4125G,02.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5652,2649.7,2851.6,1850.5,1851.4,1850.4,1851.3,28,Да
4577G,14.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2650.9,3197.5,1888.5,1883.5,1888.5,1883.5,0,Да
138R,09.11.1983,Ю11-2,,ПЕРВИЧ.ПЕРФ.,ПКС-80+ПГДБК,96,2651.0,2659.0,2606.0,2614.0,2606.0,2614.0,12,Да
3408G,02.02.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,6223,2651.4,2873.6,1799.6,1803.8,1799.6,1803.7,28,Да
4545G,24.10.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,877,2651.7,2682.0,1832.1,1833.5,1832.1,1833.5,29,Да
91R,11.06.1981,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,192,2652.0,2668.0,2620.3,2636.2,2620.8,2636.8,12,Да
4508G2,09.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,13172,2654.8,3125.2,1826.6,1831.7,1827.8,1831.6,28,Нет
4508G2,14.11.2020,НП4,НП4,ЗАЛИВКА,,0,2654.8,3125.2,1826.6,1831.7,1827.8,1831.6,0,Нет
4517G,01.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4290,2655.6,2808.8,1824.5,1825.7,1824.4,1825.7,28,Да
132R,28.11.1982,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,120,2656.0,2666.0,2604.5,2614.5,2604.5,2614.5,12,Да
4133G,16.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5054,2656.3,2836.7,1853.2,1851.8,1853.2,1851.6,28,Да
4127G,16.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4733,2657.5,2789.0,1838.6,1833.4,1838.5,1833.4,36,Да
4134G,29.07.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2660.7,2701.6,1840.4,1840.2,1840.4,1840.1,0,Да
136R,26.04.1984,PZ,,,Oткрытый ствол ( без фильтрa),0,2661.0,2800.0,2621.3,2760.3,2621.2,2760.2,0,Да
4106G,09.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,10612,2662.8,3041.2,1851.6,1853.8,1851.5,1853.8,28,Да
4025G,13.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,0,2664.5,2737.8,1836.5,1838.0,1836.5,1838.1,0,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",327,2665.0,2676.6,1844.8,1844.8,1844.8,1844.8,28,Да
9003,25.09.2015,PZ,,ДОСТРЕЛ,ЗПКО-ПП-19-ГП,340,2670.0,2687.0,2540.0,2557.0,2539.6,2556.3,20,Нет
9003,01.10.2015,PZ,,ЗАЛИВКА,,0,2670.0,2687.0,2540.0,2557.0,2539.6,2556.3,0,Нет
4115G,25.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3085,2671.4,2781.6,1854.0,1852.7,1854.0,1852.7,28,Да
4566G,16.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,6213,2671.9,2866.1,1839.8,1838.4,1839.7,1838.2,32,Да
102R,01.06.1985,,,ПЕРВИЧ.ПЕРФ.,КИИ-146,0,2673.0,2864.0,2628.8,2819.8,2628.8,2819.8,0,Да
161R,29.05.1984,Ю11-3,,ПЕРВИЧ.ПЕРФ.,Пкс-80,84,2673.0,2680.0,2626.2,2633.2,2626.4,2633.3,12,Да
138R,02.10.1983,Ю11-3,,ПЕРВИЧ.ПЕРФ.,Пкс-80,84,2676.0,2683.0,2631.0,2638.0,2631.0,2638.0,12,Да
4556G,20.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8512,2676.6,2980.5,1864.2,1861.5,1864.1,1861.6,28,Да
4553G,12.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2677.8,3346.4,1866.0,1863.2,1866.0,1863.2,0,Да
4135G2,06.11.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1824,2684.8,2735.4,1845.8,1845.8,1845.7,1845.8,36,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,2687.2,2688.0,,,2023.2,2023.2,0,Да
4130G,20.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4012,2688.0,2799.4,1856.0,1856.6,1856.0,1856.5,36,Да
4546G,12.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,283,2688.5,2698.6,1832.7,1833.0,1832.8,1833.5,28,Да
3403G,24.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",4286,2690.1,2843.1,1796.5,1799.6,1796.5,1799.6,28,Да
4066G,14.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4508,2696.2,2857.6,1843.1,1844.5,1843.0,1844.5,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2004,2696.4,2768.0,1841.7,1841.4,1841.6,1841.3,28,Да
3404G,22.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",4015,2696.6,2840.1,1773.7,1778.3,1773.7,1778.3,28,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3404,2696.9,2818.5,1790.1,1790.3,1790.1,1790.3,28,Да
4549G2,23.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,2697.8,3686.7,1827.2,1824.0,1826.8,1823.9,0,Да
107R,28.11.1980,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-105,168,2698.0,2712.0,2660.1,2674.1,2659.9,2673.8,12,Да
126R,05.12.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,144,2698.0,2710.0,2650.6,2662.6,2650.5,2662.5,12,Да
4541G,27.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5668,2698.8,2901.2,1834.4,1836.8,1834.4,1836.8,28,Да
4145G,16.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3149,2698.9,2811.4,1828.6,1829.4,1828.6,1829.4,28,Да
104R,21.09.1982,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,108,2700.0,2709.0,2658.2,2667.2,2658.0,2667.0,12,Да
4056G,28.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2268,2701.4,2782.9,1842.2,1843.3,1842.1,1843.3,28,Да
4578G3,13.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2711.9,2782.5,1891.1,1892.6,1891.6,1892.5,0,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,6423,2713.0,2814.0,1854.5,1855.8,1854.5,1855.6,64,Да
4574G2,04.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",11246,2713.5,3065.0,1833.0,1834.6,1833.0,1834.6,32,Да
4026G,22.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,5539,2715.1,2912.9,1824.6,1826.3,1824.6,1826.3,28,Да
4500G,26.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2715.5,3009.6,1828.6,1825.1,1828.5,1825.1,0,Да
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1420,2717.4,2768.1,1818.0,1818.1,1818.0,1818.0,28,Да
4108G2,15.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8441,2718.2,3019.7,1836.8,1836.1,1836.8,1836.1,28,Да
104R,13.09.1982,Ю11-2,,ПЕРВИЧ.ПЕРФ.,Пкс-80,84,2720.0,2727.0,2678.2,2685.2,2678.0,2685.0,12,Да
138R,12.09.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,192,2720.0,2736.0,2675.0,2690.9,2675.0,2690.9,12,Да
9003,02.09.2015,PZ,,ПЕРВИЧ.ПЕРФ.,ЗПКО-ПП-19-ГП,440,2720.0,2742.0,2590.0,2612.0,2588.7,2609.9,20,Нет
9003,23.09.2015,PZ,,ЗАЛИВКА,,0,2720.0,2742.0,2590.0,2612.0,2588.7,2609.9,0,Нет
91R,31.05.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,192,2720.0,2736.0,2688.2,2704.2,2688.8,2704.8,12,Да
138R,24.09.1983,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,192,2721.0,2737.0,2676.0,2691.9,2676.0,2691.9,12,Да
4545G,24.10.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,584,2721.7,2741.9,1835.2,1835.4,1835.2,1835.5,29,Да
4559G2,30.12.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3874,2722.0,2860.4,1833.7,1838.3,1833.5,1838.2,28,Да
3402G,22.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,2799,2724.1,2824.1,1771.7,1775.7,1771.7,1775.7,28,Да
4134G,29.07.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2724.3,2886.3,1840.2,1839.1,1840.0,1839.0,0,Да
4554G,30.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,2724.8,2734.9,1834.7,1835.5,1834.8,1835.5,0,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5364,2725.7,2917.3,1830.6,1833.6,1830.7,1833.6,28,Да
179R,14.02.1986,PZ,,,Oткрытый ствол ( без фильтрa),0,2734.0,2752.0,2688.5,2706.5,2688.2,2706.1,0,Да
4567G,10.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",8031,2735.2,2986.1,1844.1,1844.4,1844.2,1844.3,32,Да
4135G2,06.11.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,15997,2735.5,3179.9,1845.8,1844.4,1845.8,1844.3,36,Да
4561G2,06.06.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2736.2,2917.9,1825.2,1826.5,1825.2,1826.5,0,Да
161R,22.05.1984,PZ,,,Oткрытый ствол ( без фильтрa),0,2738.0,2761.0,2691.2,2714.2,2691.3,2714.3,0,Да
134R,26.05.1983,PZ,,,Oткрытый ствол ( без фильтрa),0,2740.0,2800.0,2691.7,2751.7,2691.5,2751.4,0,Да
4561G,30.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2740.7,2824.1,1823.8,1822.8,1823.8,1822.8,0,Да
4505G2,12.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,6111,2741.0,2959.3,1826.0,1826.3,1826.0,1826.3,28,Да
4558G2,18.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2744.0,2784.7,1829.5,1833.4,1829.8,1833.4,0,Да
4550G2,28.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8793,2744.5,3058.5,1844.4,1844.4,1844.3,1844.3,28,Да
4554G,30.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,2746.5,3099.6,1836.3,1842.4,1836.4,1842.3,0,Да
4001G,15.06.2013,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3360,2748.0,2868.0,1849.2,1850.1,1849.2,1850.1,28,Да
4058G,21.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4844,2752.1,2925.1,1839.5,1840.9,1839.5,1840.9,28,Да
4519G,18.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,16888,2752.7,3355.8,1822.9,1823.5,1822.9,1823.4,28,Да
4545G,24.10.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,13447,2753.6,3217.3,1835.4,1833.8,1835.5,1833.8,29,Да
138R,25.08.1983,PZ,,ПЕРВИЧ.ПЕРФ.,ПКО-89,120,2755.0,2765.0,2709.9,2719.9,2709.9,2719.9,12,Да
4572G2,12.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,13487,2756.1,3237.7,1883.3,1883.1,1883.2,1883.1,28,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6440,2758.1,2988.1,1851.9,1853.2,1851.9,1853.2,28,Да
4555G,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1978,2761.3,2831.9,1845.3,1846.0,1845.2,1846.0,28,Да
4568G,30.10.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",4773,2762.6,2933.1,1856.7,1855.3,1856.5,1855.5,28,Да
4558G,05.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2764.7,3088.6,1830.5,1830.7,1830.5,1830.6,0,Да
4025G,13.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,0,2766.1,3064.1,1838.3,1839.5,1838.1,1839.4,0,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3340,2770.0,2889.3,1851.5,1851.9,1851.4,1851.9,28,Да
4536G,21.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3217,2770.2,2881.1,1831.2,1833.5,1831.2,1833.5,29,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1753,2772.4,2832.8,1828.9,1829.6,1828.8,1829.5,29,Да
4544G,18.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2777.2,2878.1,1837.6,1839.6,1837.6,1839.6,0,Да
4578G,04.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2777.5,3679.6,1891.7,1881.6,1891.7,1881.6,0,Да
104R,07.09.1982,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,120,2780.0,2790.0,2738.2,2748.2,2738.0,2747.9,12,Да
4549G,17.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2782.7,3349.7,1828.1,1828.3,1828.0,1828.1,0,Да
4532G,21.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9709,2784.6,3131.3,1829.8,1838.1,1829.8,1838.1,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,849,2787.3,2817.6,1802.6,1802.3,1802.5,1802.2,28,Да
4138G,29.04.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,25799,2788.3,3709.7,1829.8,1828.7,1829.8,1828.7,28,Да
4144G,05.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8480,2788.3,3091.2,1829.3,1838.6,1829.3,1838.8,28,Да
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2259,2791.7,2872.3,1818.2,1819.3,1818.2,1819.3,28,Да
4546G,12.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3953,2791.9,2933.1,1833.2,1831.7,1833.2,1831.7,28,Да
4136G,24.06.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,285,2792.0,2802.3,1838.4,1838.6,1838.4,1838.6,28,Да
3411G,17.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1977,2792.5,2863.1,1782.8,1782.0,1782.8,1782.0,28,Да
3409G2,29.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2793.4,3247.8,1781.5,1779.8,1781.3,1779.7,0,Да
